Date,Departure station,Arrival station,Route,Cancellation comments,Departure delay comments,Arrival delay comments
2019-02,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,,,"Ce mois-ci, cette destination a été touchée par : 
- le 12 : un dérangement d'installation sur la ligne à grande vitesse Bretagne-Pays de la Loire (15 TGV impactés pour 487 minutes perdues), 
- le 13 : un dérangement d'installation sur la ligne à grande vitesse Atlantique ( 26 TGV impactés pour 424 minutes perdues), 
- le 15 : une panne d'un TGV vers Massy TGV (20 TGV impactés pour 253 minutes perdues), 
- le 23 : l'évacuation de la gare de Rennes pour une forte odeur de gaz (17 TGV impactés pour 934 minutes perdues),
- le 25 : le heurt d'un animal par un train OUIGO sur la ligne à grande vitesse Atlantique (16 TGV impactés pour 1069 minutes perdues)."
2019-03,BREST,PARIS MONTPARNASSE,BREST → PARIS MONTPARNASSE,,,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : la défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes perdues),
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues) et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues) , 
- le 21 : l'envahissement des voies en gare du Mans  par des manifestants forains (11 TGV impactés pour 450 minutes perdues),
- le 22 : l'envahissement des voies en gare du Mans  par des manifestants forains (22 TGV impactés pour 534 minutes perdues),
- le 25 : l'envahissement des voies en gare du Mans  par des manifestants forains (32 TGV impactés pour 2012 minutes perdues), la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues) et la présence d'une personne aux abords des voies vers St-Brieuc (5 TGV impactés pour 230 minutes perdues),
- le 26 : la défaillance matériel d'un TGV vers Guingamp ( 5 TGV impactés pour 618 minutes perdues), 
- le 28 : le heurt d'une personne  par un TER vers Rennes (5 TGV impactés  pour 207 minutes perdues),
- le 31 : une suspicion d'alerte à la bombe sous le pont de St-Hélier près de Rennes (10 TGV impactés pour 526 minutes perdues)."
2018-03,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,,,Chute de neige générant des décontrôles d’aiguilles vers Chambéry.
2018-05,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,,,Heurt d’une personne par le TGV 6176 entre Bonlieu et Allan.
2018-06,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,,,Détournements suite affaissement du talus à St-Béron-la-Bridoire dans les Alpes.
2018-07,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,,,"•heurt d’un chevreuil par le TGV 6171 entre Vergigny et Tonnerre : 31 TGV retardés pour 1154 min, 16 TGV de l’axe perdus à 5’."
2019-05,CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX → PARIS LYON,,,"Heurt de personnes à Vianges, Heurt animal Cuy, heurt chevreuil Lacour d'arcenay, dérangement Yerres, disjonction cluny, Fort impact sur LN1 tronçon central"
2018-07,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,,,"•incident caténaire, baisse de tension vers Montbard : 20 TGV retardés pour 751 min, 10 TGV de l’axe perdus à 5’."
2019-02,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,,,"Pointe neige fort trafic dans les Alpes, accident de personne"
2019-06,DIJON VILLE,PARIS LYON,DIJON VILLE → PARIS LYON,,,"Heurt d'une personne à Paris Bercy, demande de secours ECR à Dijon, heurt de personne à Maisons Alfort"
2018-02,DOUAI,PARIS NORD,DOUAI → PARIS NORD,,,"Intempéries exceptionnelles vécues lors de la deuxième semaine, et d’autre part suite à la forte tension du parc Matériel qui perdure.En effet, les mauvaises conditions climatiques survenues tôt dans le mois  ont occasionné une situation de blocage, avec de multiples dérangements d’installations de sécurité. En ce qui concerne Réseau, il s’agit d’une répartition entre les dérangements d’installations de sécurité(rails cassés, incidents passages à niveau, incidents caténaires, le domaine Externe (heurts d’animaux) et les travaux (limitation de vitesse et espacements suite travaux de régénération)."
2018-03,DOUAI,PARIS NORD,DOUAI → PARIS NORD,,,"En ce qui concerne Réseau, le défaut de géométrie de la voie constaté à Pierrefitte a perturbé fortement le plan de transport à partir du 23 mars, un défaut suite à une zone boueuse découverte, avec des retards de cinq minutes au maximum  pour un volet de deux à vingt-cinq trains par jour, une situation qui perdure aujourd’hui. Pour les autres dérangements, il s’agit de l’incident de Beuvraignes le 19 (zone au rouge), l’arrachement caténaire de Goussainville le 10, et le dérangement électrique de Roissy le 15 avec un nid de pies dans la caténaire (26 trains pour 1096 minutes). 
Le train 758101 du 26 mars à Pierrefitte arrêté sous la section de séparation(zone non alimentée en courant) est l’évènement marquant du secteur « Autres EF » et du mois , il a concerné 48 trains Voyages pour 3854 minutes perdues, et  en totalité  213 trains pour 11187 minutes. Le sectionneur incriminé a été réparé depuis…"
2018-05,DOUAI,PARIS NORD,DOUAI → PARIS NORD,,,"Le domaine réseau externe dominant, avec notamment les  conséquences de l’inondation du souterrain de Pierrefitte d’une part, et d’autre part avec l’accident de personne de Joncherolles le lendemain (vendredi 25 et samedi 26).Pour ce même  domaine Externe il convient d’ajouter aux causes principales précitées, un second accident de personne près de Vaumort, soit au total un taux d’irrégularité avoisinant les 6 %."
2018-07,DOUAI,PARIS NORD,DOUAI → PARIS NORD,,,"le domaine « extérieur infra » pour l’irrégularité a atteint un sommet avec quasiment 7 points, on relève deux accidents de personne en début de mois : d’une part sur le secteur Nord à Hattencourt (mercredi 04) et le secteur Sud est à Lyon Part Dieu (jeudi 05) d’autre part. Pour l’évènement d’Hattencourt avec l’Eurostar 9031, la circulation normale des trains a repris après 05h30 d’interruption totale. Pour ce même domaine côté infra il s’agit de multiples causes d’incendies ou orages violents dans le Sud Est.
Les causes dérangements sont aussi nombreuses (4,7%) , avec en évènements marquants les défauts de géométrie de voie (passage rame contrôle IRIS) et surtout les dérangements d’installations de signalisation (zones, aiguilles, etc.).
Le Matériel prend une part importante pour l’irrégularité avec 5,2 points. Plusieurs fois le motif « tension parc » a été relevé avec des retards plus ou moins importants, voire des suppressions de trains. Les chantiers du Landy et Forest ont peiné à servir le plan de transport journalier. Les « soins engins » représentent la dominante des causes : application guide de dépannage avec ou sans  l’appui du PAC (Pôle d’appui conduite), incidents du frein, insuffisance traction, disjoncteurs défaillants, incidents portes, climatisations hs, détections alarmes incendie,…"
2018-08,DOUAI,PARIS NORD,DOUAI → PARIS NORD,,,"le matériel avec 4,7% d’irrégularité devance la rubrique des dérangements côté Réseau pour 2,5%, tout juste devant les autres EF avec 2,4% exactement.
« soin engin » pour 2,2% points (incidents bogies, radio, frein ,etc.), le motif « produit train » ou mises à quai tardives pour 1,7 % point, phénomène directement lié à la tension du parc, et enfin les « autres incidents » pour 0,8% point (incident veille automatique en ligne par exemple).
Pour le Matériel, le vendredi 31 août est une journée significative car une quinzaine de trains de la radiale et antenne ont été concernés, soit par des pannes ou des mises à disposition tardives en gare.
En ce qui concerne Réseau avec les dérangements, on peut relever l’incident « manque tension » de Combles le vendredi 24 (5 Tgv concernés pour 54 minutes), car la cause est toujours analysée aujourd’hui côté INE, aussi l’incident à Arras le mardi 28 avec une éclisse et JIC (joint isolant collé) fissurés, incident qui a concerné 6 Tgv pour 63 minutes perdues à l’entrée de la LGV (passage en voie banalisée pour certains trains et retards à la clé).
Le domaine de l’irrégularité pour les autres transporteurs concerne en particulier TER, avec notamment l’évènement secours pour le 843705 du vendredi 17 août à Roeux qui a concerné 11 tgv pour 175 minutes perdues"
2018-11,DOUAI,PARIS NORD,DOUAI → PARIS NORD,,,"La journée du vendredi 16 a été concernée par l ’évènement phare du mois avec une régularité composite tombée à 70,9%, en effet le rail cassé de Joncherolles a concerné 36 trains Voyages, et en totalité 148 Tgv pour 1533 minutes. Le jeudi 08, de nombreuses défaillances « Matériel » se sont produites avec la panne du  Thalys 9368 à Izel et  du 7100 à Beugnâtre, soit une vingtaine de Tgv concernés en totalité."
2018-12,DOUAI,PARIS NORD,DOUAI → PARIS NORD,,,"Première cause d'irrégularité, les Autres transporteurs , en exemple sur le secteur: le 03/12arrachement de 9 pédales de PN entre Somain et Valenciennes par FRET 457171: 5 tgv concernés. Aussi le 14/12 :Défaillance FRET entre Hazebrouck et Béthune, 4 PN en RO -8 Tgv concernés
Défaillance FRET entre Valenciennes et Douai: 8 Tgv concernés
Avec l'évènelent phare du mois pour la panne Eurostar 9023 à TGV HP 50 TGV concernés (détournements LC="
2019-02,DOUAI,PARIS NORD,DOUAI → PARIS NORD,,,"Irrégularité cause Matériel en hausse pour le secteur de la Radiale, avec un Parc toujours tendu en ce qui concerne  les rames Duplex. Incident phare le 02 avec le train 7515 qui s’arrête en ligne pour bruits importants sous caisse entre voitures 7 et 8 -34 trains concernés pour 1051 minutes perdues, représentant près de 1,3 %  d’irrégularité.
Pour le domaine de l’Externe, on relève la présence de migrants dans les emprises à FHS le 04 avec 4 Tgv concernés, le 06 l’incendie volontaire d’une guérite à Somain près du PN115 avec 4 Tgv concernés, et le 07 avec le Tgv 7363 qui heurte une personne à Lillers(10 Tgv concernés)."
2019-04,DOUAI,PARIS NORD,DOUAI → PARIS NORD,,,"Pour ce domaine des dérangements d’IS en dominante de l’irrégularité, on retrouve par trois fois ces  dérangements pour occasionner des restitutions tardives de travaux LN3 (TIV de chantier et commutateurs de protection x2)
On retrouve en particulier dans la rubrique externe: deux accidents de personne les 22 et 24, avec l’E*9028 à Erquinghem et le thalys 9472 à Avelin. Pour le reste il s’agit d’intrusion dans les emprises, d’incendie aux abords des voies (Pierrefitte le 01/04), arbre sur la caténaire ( Lillers le 12/04)-"
2019-05,DOUAI,PARIS NORD,DOUAI → PARIS NORD,,,"Une hausse de 0,3 point de l’irrégularité pour causes « Matériel » comparée au mois précédent, avec un Parc qui reste tendu en ce qui concerne  les rames Duplex. Une irrégularité en rapport avec la rubrique « soin engin » directement liée aux pannes, pour ce secteur l’incident du 9874 à Beugnâtre (rame 4529) le 07 mai a concerné 28 Tgv pour 1844 minutes perdues, soit 50% des occurrences pannes techniques,  ensuite la rubrique « produit train » essentiellement liée aux mises à quai tardives à PNO (tension parc) . 
Hausse  sensible de l’irrégularité pour le domaine des Autres Transporteurs par rapport au mois précédent, en dominante le secteur Ter, en exemple l’accident de personne en Gare de PNO avec l’IC 2017 (5 Tgv concernés pour 128 minutes perdues).
En cause externe Voyages un nombre toujours  soutenu de bagages abandonnés à l’arrivée des rames, il s’agit d’une cinquantaine de cas traités par le Cos,  avec 15 TGV touchés pour 407 minutes perdues."
2018-01,GRENOBLE,PARIS LYON,GRENOBLE → PARIS LYON,,,Le 9760 heurte un chevreuil vers Le-Creusot-Montchanin-TGV
2018-07,GRENOBLE,PARIS LYON,GRENOBLE → PARIS LYON,,,"•défaut d’alimentation vers Macon-Loché-TGV. 13 TGV retardés pour 261 min, 11T"
2018-10,GRENOBLE,PARIS LYON,GRENOBLE → PARIS LYON,,,"2 accidents de personne, 2 LTV impactantes Lapeyrouse et Venissieux, 3 incidents marériel important sur LN1, 3 dérangements (aiguillage et caténaire) sur LN1"
2019-02,GRENOBLE,PARIS LYON,GRENOBLE → PARIS LYON,,,"Pointe neige fort trafic dans les Alpes, accident de personne"
2019-03,GRENOBLE,PARIS LYON,GRENOBLE → PARIS LYON,,,"Incendie motrice à cluny, chute d'arbre vers Vaumort"
2019-05,GRENOBLE,PARIS LYON,GRENOBLE → PARIS LYON,,,"Heurt de personnes à Vianges, Heurt animal Cuy, heurt chevreuil Lacour d'arcenay, dérangement Yerres, disjonction cluny, Fort impact sur LN1 tronçon central"
2018-02,LA ROCHELLE VILLE,PARIS MONTPARNASSE,LA ROCHELLE VILLE → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)"
2019-01,LA ROCHELLE VILLE,PARIS MONTPARNASSE,LA ROCHELLE VILLE → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
 - le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 14 : un dérangement de signalisation à St-Pierre-des-Coprs (10 TGV impactés pour 173' perdues),
- le 15 : une suspicion de fuite de matières dangereuses sur un train FRET vers St-Pierre-des-Corps (10 TGV impactés pour 334' perdues),
- le 17 : un bagage abandonné dans un TGV en gare de Paris-Montparnasse (9 TGV impactés pour 287' perdues),
- les 22 et 23  : les épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 29 : la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues)."
2018-02,LAVAL,PARIS MONTPARNASSE,LAVAL → PARIS MONTPARNASSE,,,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)"
