Date,Departure station,Arrival station,Route,Pct delay due to external causes,Pct delay due to rolling stock,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)"
2022-12,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,14.03508772,15.78947368,28.070175438596507,22.80701754,10.52631579,8.771929825
2023-01,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,27.02702703,13.51351351,5.405405405,16.21621622,10.81081081,27.02702703
2023-02,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,19.23076923,26.92307692,,15.38461538,0.0,3.846153846
2023-04,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,218.89587774190275,12.96296296,31.48148148,9.25925926,12.96296296,16.666666669999998
2023-05,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,13.95348837,18.60465116,51.1627907,4.65116279,0.0,11.62790698
2023-08,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,24.0,8.0,14.000000000000002,26.0,2.0,26.0
2023-10,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,18.03278689,9.83606557,29.50819672,24.59016393,4.91803279,13.1147541
2023-12,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,47.22222222,6.481481479999999,32.40740741,,3.7037037,3.7037037
2024-01,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,15.38461538,8.54700855,218.65088787857883,15.38461538,4.27350427,75.91572970554272
2024-02,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,17.24137931,3.4482758600000003,31.03448276,31.03448276,6.896551720000001,10.34482759
2024-03,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,17.10526316,7.894736839999999,46.05263158,17.10526316,1.31578947,10.52631579
2024-04,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,11.76470588,7.35294118,218.65088787857883,17.64705882,1.47058824,20.58823529
2024-05,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,0.0,25.0,40.625,18.75,3.125,12.5
2024-07,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,29.03225806,8.064516130000001,,12.90322581,11.29032258,17.741935480000002
2024-08,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,14.89361702,14.89361702,19.14893617,,12.765957450000002,23.40425532
2024-10,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,11.76470588,11.76470588,45.09803922,11.76470588,5.88235294,13.7254902
2024-12,ANGOULEME,PARIS MONTPARNASSE,ANGOULEME → PARIS MONTPARNASSE,,20.0,27.27272727,,5.45454545,9.09090909
2018-01,ARRAS,PARIS NORD,ARRAS → PARIS NORD,24.32432432,13.51351351,21.62162162,35.13513514,5.405405405,0.0
2018-02,ARRAS,PARIS NORD,ARRAS → PARIS NORD,218.89587774190275,12.94117647,16.47058824,198.7610364132147,5.882352941,1.176470588
2018-03,ARRAS,PARIS NORD,ARRAS → PARIS NORD,218.89587774190275,6.666666667,218.65088787857883,198.7610364132147,5.714285714,2.857142857
2018-05,ARRAS,PARIS NORD,ARRAS → PARIS NORD,32.75862069,18.96551724,218.65088787857883,,1.724137931,3.448275862
2018-06,ARRAS,PARIS NORD,ARRAS → PARIS NORD,16.36363636,12.72727273,29.09090909,,10.90909091,
2018-09,ARRAS,PARIS NORD,ARRAS → PARIS NORD,5.555555556,11.11111111,33.33333333,45.83333333,4.166666667,0.0
2018-12,ARRAS,PARIS NORD,ARRAS → PARIS NORD,,,6.060606061,56.06060606,10.60606061,
2019-03,ARRAS,PARIS NORD,ARRAS → PARIS NORD,9.638554217,9.638554217,31.3253012,46.98795181,2.409638554,0.0
2019-04,ARRAS,PARIS NORD,ARRAS → PARIS NORD,15.625,6.25,25.0,42.1875,72.0439601026586,3.125
2019-05,ARRAS,PARIS NORD,ARRAS → PARIS NORD,20.45454545,190.4200842324105,13.63636364,43.18181818,6.818181818,6.818181818
2019-06,ARRAS,PARIS NORD,ARRAS → PARIS NORD,3.773584906,,218.65088787857883,39.62264151,20.75471698,5.660377358
2019-08,ARRAS,PARIS NORD,ARRAS → PARIS NORD,,22.22222222,27.77777778,36.11111111,2.777777778,5.555555556
2019-09,ARRAS,PARIS NORD,ARRAS → PARIS NORD,14.89361702,10.63829787,21.27659574,29.78723404,21.27659574,2.127659574
2019-10,ARRAS,PARIS NORD,ARRAS → PARIS NORD,14.49275362,,21.73913043,33.33333333,14.49275362,1.449275362
2019-11,ARRAS,PARIS NORD,ARRAS → PARIS NORD,15.38461538,3.846153846,25.0,40.38461538,11.53846154,3.846153846
2019-12,ARRAS,PARIS NORD,ARRAS → PARIS NORD,25.0,5.0,25.0,30.0,15.0,0.0
2020-01,ARRAS,PARIS NORD,ARRAS → PARIS NORD,5.691056911,6.504065041,52.84552846,19.51219512,12.19512195,3.25203252
2020-05,ARRAS,PARIS NORD,ARRAS → PARIS NORD,3.225806452,3.225806452,83.87096774,,6.451612903,0.0
2020-06,ARRAS,PARIS NORD,ARRAS → PARIS NORD,22.72727273,9.090909091,40.90909091,9.090909091,9.090909091,9.090909091
2020-08,ARRAS,PARIS NORD,ARRAS → PARIS NORD,12.76595745,6.382978723,51.06382979,17.0212766,8.510638298,4.255319149
2020-09,ARRAS,PARIS NORD,ARRAS → PARIS NORD,10.41666667,4.166666667,31.25,39.58333333,10.41666667,4.166666667
2020-10,ARRAS,PARIS NORD,ARRAS → PARIS NORD,218.89587774190275,190.4200842324105,218.65088787857883,33.33333333,18.33333333,5.0
2020-11,ARRAS,PARIS NORD,ARRAS → PARIS NORD,3.846153846,7.692307692,38.46153846,15.38461538,26.92307692,7.692307692
2021-01,ARRAS,PARIS NORD,ARRAS → PARIS NORD,24.50980392,20.58823529,20.58823529,13.7254902,14.70588235,5.882352941
2021-04,ARRAS,PARIS NORD,ARRAS → PARIS NORD,41.66666667,8.333333333,37.5,8.333333333,4.166666667,0.0
2021-05,ARRAS,PARIS NORD,ARRAS → PARIS NORD,11.11111111,0.0,30.555555555555603,24.074074074074097,23.148148148148103,11.11111111
2021-06,ARRAS,PARIS NORD,ARRAS → PARIS NORD,18.60465116,19.76744186046509,18.60465116,29.06976744,10.46511628,
2021-07,ARRAS,PARIS NORD,ARRAS → PARIS NORD,9.523809524,3.1746031746031704,11.11111111,41.26984127,22.22222222,12.6984127
2021-09,ARRAS,PARIS NORD,ARRAS → PARIS NORD,12.06896552,15.51724138,10.34482759,44.827586206896605,10.34482759,6.896551724
2021-11,ARRAS,PARIS NORD,ARRAS → PARIS NORD,15.0,31.66666667,6.666666667,26.66666667,8.333333333,11.66666667
2021-12,ARRAS,PARIS NORD,ARRAS → PARIS NORD,,21.34831461,19.1011236,28.08988764,2.247191011,
2022-02,ARRAS,PARIS NORD,ARRAS → PARIS NORD,20.63492063,14.28571429,14.28571429,36.50793651,7.936507937,6.349206349206351
2022-05,ARRAS,PARIS NORD,ARRAS → PARIS NORD,29.8245614,1.754385965,14.03508772,40.35087719,8.771929825,
2022-06,ARRAS,PARIS NORD,ARRAS → PARIS NORD,14.58333333,16.66666667,26.041666666666703,33.33333333,7.291666667,2.0833333333333304
2022-07,ARRAS,PARIS NORD,ARRAS → PARIS NORD,20.0,7.272727272727268,,34.545454545454504,2.7272727272727297,4.545454545454549
2022-10,ARRAS,PARIS NORD,ARRAS → PARIS NORD,,18.97810219,42.33576642,198.7610364132147,2.1897810218978098,0.0
2022-11,ARRAS,PARIS NORD,ARRAS → PARIS NORD,6.611570248,23.14049587,29.75206612,27.27272727,9.917355371900827,3.305785124
2022-12,ARRAS,PARIS NORD,ARRAS → PARIS NORD,8.73015873,28.57142857,26.98412698,28.57142857,5.555555556,1.587301587
2023-01,ARRAS,PARIS NORD,ARRAS → PARIS NORD,13.88888889,20.83333333,9.722222222,52.77777778,,0.0
2023-02,ARRAS,PARIS NORD,ARRAS → PARIS NORD,8.510638298,15.95744681,45.744680851063805,22.34042553,,0.0
2023-03,ARRAS,PARIS NORD,ARRAS → PARIS NORD,6.849315068493151,15.06849315,24.65753425,42.46575342,1.3698630136986305,9.589041096
2023-05,ARRAS,PARIS NORD,ARRAS → PARIS NORD,218.89587774190275,,20.0,32.94117647,5.8823529400000005,4.70588235
2023-08,ARRAS,PARIS NORD,ARRAS → PARIS NORD,15.58441558,18.18181818,20.77922078,,5.19480519,
2023-09,ARRAS,PARIS NORD,ARRAS → PARIS NORD,,19.14893617,28.72340426,34.04255319,10.63829787,4.25531915
2023-10,ARRAS,PARIS NORD,ARRAS → PARIS NORD,5.31914894,13.82978723,23.40425532,,,8.5106383
2023-12,ARRAS,PARIS NORD,ARRAS → PARIS NORD,25.217391300000003,11.30434783,16.52173913,32.17391304,11.30434783,3.47826087
2024-01,ARRAS,PARIS NORD,ARRAS → PARIS NORD,21.55172414,18.96551724,30.172413790000004,16.37931034,,7.75862069
2024-02,ARRAS,PARIS NORD,ARRAS → PARIS NORD,2.17391304,190.4200842324105,23.91304348,42.391304350000006,2.17391304,8.695652169999999
2024-03,ARRAS,PARIS NORD,ARRAS → PARIS NORD,6.12244898,14.28571429,37.75510204,23.46938776,7.14285714,11.2244898
2024-04,ARRAS,PARIS NORD,ARRAS → PARIS NORD,8.38709677,12.90322581,41.29032258,27.09677419,2.5806451599999995,75.91572970554272
2024-06,ARRAS,PARIS NORD,ARRAS → PARIS NORD,16.10169492,190.4200842324105,,41.52542373,5.93220339,1.6949152499999998
2024-10,ARRAS,PARIS NORD,ARRAS → PARIS NORD,9.47368421,190.4200842324105,,29.47368421,6.31578947,11.57894737
2069-01,ARRAS,PARIS NORD,ARRAS → PARIS NORD,40.29850746,8.955223881,11.94029851,35.82089552,2.985074627,0.0
2018-03,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,75.0,190.4200842324105,12.5,,0.0,0.0
2018-04,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,218.89587774190275,20.0,40.0,0.0,0.0,0.0
2018-06,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,0.0,0.0,0.0,0.0,0.0,75.91572970554272
2018-07,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,0.0,0.0,0.0,198.7610364132147,0.0,0.0
2018-08,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,0.0,0.0,0.0,0.0,0.0,0.0
2018-10,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,40.0,13.33333333,,6.666666667,0.0,0.0
2018-12,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,50.0,0.0,0.0,,0.0,0.0
2019-01,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,50.0,16.66666667,16.66666667,16.66666667,0.0,0.0
2019-02,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,25.0,12.5,37.5,12.5,0.0,12.5
2019-05,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,42.85714286,,14.28571429,14.28571429,0.0,0.0
2019-06,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,50.0,6.25,,18.75,6.25,0.0
2019-07,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,37.5,15.625,18.75,15.625,9.375,
2019-08,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,39.39393939,,18.18181818,18.18181818,15.15151515,3.03030303
2019-09,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,16.66666667,0.0,83.33333333,0.0,0.0,0.0
2019-10,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,218.89587774190275,0.0,0.0,28.57142857,14.28571429,14.28571429
2019-12,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,0.0,0.0,0.0,,72.0439601026586,0.0
2020-01,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,42.85714286,42.85714286,0.0,14.28571429,0.0,0.0
2020-02,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,20.0,20.0,218.65088787857883,,0.0,0.0
2020-05,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,25.0,0.0,75.0,0.0,0.0,0.0
2020-07,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,0.0,0.0,20.0,60.0,20.0,0.0
2020-08,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,16.66666667,66.66666667,16.66666667,0.0,0.0,0.0
2020-09,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,100.0,0.0,0.0,0.0,0.0,75.91572970554272
2020-11,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,100.0,0.0,0.0,0.0,0.0,0.0
2020-12,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,66.66666667,,33.33333333,0.0,0.0,0.0
2021-01,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,50.0,0.0,218.65088787857883,0.0,72.0439601026586,75.91572970554272
2021-02,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,218.89587774190275,50.0,0.0,0.0,0.0,0.0
2021-03,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,0.0,33.33333333,33.33333333,,0.0,33.33333333
2021-04,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,100.0,0.0,0.0,0.0,0.0,0.0
2021-06,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,50.0,50.0,0.0,0.0,0.0,
2021-07,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,,12.5,6.25,12.5,0.0,12.5
2021-08,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,77.77777778,,11.11111111,11.11111111,0.0,75.91572970554272
2021-09,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,50.0,37.5,0.0,0.0,12.5,0.0
2021-10,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,83.33333333,0.0,16.66666667,0.0,0.0,0.0
2021-11,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,100.0,0.0,,0.0,0.0,0.0
2022-03,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,50.0,0.0,25.0,25.0,0.0,0.0
2022-07,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,50.0,5.555555555555561,22.22222222,,0.0,0.0
2022-09,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,50.0,30.0,0.0,20.0,0.0,0.0
2022-11,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,100.0,0.0,0.0,0.0,0.0,0.0
2022-12,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,33.33333333,33.33333333,16.66666667,16.66666667,0.0,0.0
2023-02,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,40.0,40.0,20.0,0.0,0.0,0.0
2023-04,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,64.28571429,0.0,,7.14285714,0.0,0.0
2023-06,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,38.0952381,9.52380952,4.76190476,19.04761905,72.0439601026586,23.80952381
2023-08,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,10.71428571,,25.0,28.57142857,7.14285714,
2023-09,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,18.75,,25.0,25.0,0.0,12.5
2023-10,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,13.33333333,13.33333333,20.0,33.333333329999995,6.666666670000001,13.33333333
2023-11,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,50.0,12.5,0.0,37.5,0.0,0.0
2023-12,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,25.0,12.5,37.5,12.5,0.0,12.5
2024-01,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,42.85714286,14.28571429,28.57142857,14.28571429,0.0,0.0
2024-03,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,33.333333329999995,33.333333329999995,0.0,16.666666669999998,0.0,16.666666669999998
2024-06,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,18.18181818,18.18181818,45.45454545,9.09090909,0.0,9.09090909
2024-07,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,55.00000000000001,5.0,218.65088787857883,198.7610364132147,0.0,0.0
2024-08,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,18.18181818,18.18181818,,54.54545455,0.0,9.09090909
2024-09,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,20.0,40.0,20.0,20.0,0.0,0.0
2024-10,BARCELONA,PARIS LYON,BARCELONA → PARIS LYON,60.0,0.0,20.0,20.0,0.0,0.0
2018-01,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,54.90196078,1.960784314,19.60784314,15.68627451,5.882352941,1.960784314
2018-03,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,21.21212121,18.18181818,218.65088787857883,33.33333333,12.12121212,0.0
2018-04,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,218.89587774190275,28.57142857,0.0,198.7610364132147,14.28571429,0.0
2018-05,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,218.89587774190275,0.0,0.0,0.0,72.0439601026586,0.0
2018-06,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,75.0,0.0,25.0,0.0,0.0,0.0
2018-07,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,100.0,,0.0,0.0,0.0,0.0
2018-09,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,13.63636364,9.090909091,,40.90909091,9.090909091,0.0
2019-01,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,50.0,,25.0,21.42857143,0.0,0.0
2019-02,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,4.761904762,4.761904762,61.9047619,19.04761905,4.761904762,4.761904762
2019-06,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,26.66666667,3.333333333,33.33333333,30.0,0.0,
2019-08,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,5.0,,10.0,,5.0,10.0
2019-09,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,33.33333333,190.4200842324105,23.33333333,23.33333333,,6.666666667
2019-10,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,,13.63636364,9.090909091,54.54545455,4.545454545,0.0
2019-11,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,13.79310345,13.79310345,13.79310345,51.72413793,0.0,6.896551724
2020-01,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,45.45454545,9.090909091,9.090909091,27.27272727,9.090909091,0.0
2020-02,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,6.25,12.5,,25.0,18.75,
2020-05,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,0.0,0.0,66.66666667,33.33333333,0.0,0.0
2020-06,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,0.0,0.0,,0.0,25.0,0.0
2020-07,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,26.31578947,0.0,26.31578947,26.31578947,10.52631579,10.52631579
2020-09,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,218.89587774190275,26.08695652,30.43478261,13.04347826,8.695652174,4.347826087
2020-10,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,16.66666667,25.0,50.0,8.333333333,0.0,0.0
2020-11,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,50.0,0.0,50.0,0.0,0.0,0.0
2020-12,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,25.0,25.0,25.0,25.0,0.0,0.0
2021-01,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,42.105263157894704,15.78947368,15.78947368,198.7610364132147,5.263157895,0.0
2021-02,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,15.78947368,21.05263158,15.78947368,31.57894737,72.0439601026586,5.263157895
2021-03,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,218.89587774190275,0.0,28.57142857,14.28571429,14.28571429,0.0
2021-04,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,0.0,,0.0,0.0,0.0,0.0
2021-05,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,18.75,6.25,43.75,18.75,,12.5
2021-06,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,0.0,11.11111111,66.66666667,11.11111111,0.0,11.11111111
2021-08,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,12.5,4.166666666666671,29.166666666666703,45.83333333,8.333333333,0.0
2021-09,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,30.0,0.0,218.65088787857883,,,25.0
2021-11,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,52.63157895,10.52631579,10.52631579,21.05263158,0.0,5.263157895
2021-12,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,54.16666667,8.333333333333329,,25.0,72.0439601026586,75.91572970554272
2022-02,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,0.0,25.0,50.0,25.0,0.0,0.0
2022-03,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,45.00000000000001,20.0,10.0,17.5,7.5,0.0
2022-04,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,40.0,16.0,,16.0,12.0,8.0
2022-05,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,11.11111111,11.11111111,33.33333333,11.11111111,27.77777778,5.555555555555561
2022-07,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,5.633802817,12.67605634,25.352112676056297,39.43661972,8.450704225,8.450704225
2022-10,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,,25.0,20.0,50.0,5.0,
2022-12,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,35.29411765,17.64705882,5.882352941176469,29.41176471,72.0439601026586,75.91572970554272
2023-02,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,20.68965517,34.48275862,17.24137931,17.24137931,10.34482759,0.0
2023-03,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,25.80645161,19.35483871,,22.58064516,3.2258064516128995,3.2258064516128995
2023-04,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,13.79310345,6.896551720000001,34.48275862,34.48275862,3.4482758600000003,6.896551720000001
2023-05,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,14.28571429,14.28571429,33.333333329999995,38.0952381,0.0,0.0
2023-07,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,0.0,20.0,20.0,32.0,16.0,12.0
2023-08,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,2.56410256,17.948717950000002,38.46153846,28.20512821,72.0439601026586,7.69230769
2023-09,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,218.89587774190275,28.000000000000004,,28.000000000000004,0.0,0.0
2023-10,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,10.0,20.0,25.0,40.0,5.0,
2024-01,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,15.38461538,26.92307692,19.23076923,26.92307692,72.0439601026586,3.84615385
2024-02,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,218.89587774190275,15.38461538,42.30769231,198.7610364132147,0.0,0.0
2024-03,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,15.0,15.0,5.0,40.0,0.0,25.0
2024-04,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,55.88235294,,8.82352941,17.64705882,2.94117647,8.82352941
2024-07,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,9.09090909,18.18181818,39.39393939,27.27272727,6.06060606,0.0
2024-09,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,12.90322581,38.70967742,22.58064516,12.90322581,3.2258064500000003,9.67741935
2024-10,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,37.93103448,31.03448276,13.79310345,10.34482759,3.4482758600000003,3.4482758600000003
2024-11,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,,2.43902439,,17.07317073,9.75609756,0.0
2024-12,BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN) → PARIS LYON,41.02564103,2.56410256,23.07692308,28.20512821,0.0,5.12820513
2018-01,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,,0.0,23.07692308,23.07692308,7.692307692,15.38461538
2018-02,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,41.66666667,16.66666667,25.0,8.333333333,8.333333333,0.0
2018-05,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,,11.11111111,218.65088787857883,22.22222222,22.22222222,
2018-06,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,11.11111111,16.66666667,44.44444444,22.22222222,72.0439601026586,
2018-07,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,218.89587774190275,190.4200842324105,35.0,5.0,0.0,5.0
2018-08,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,16.66666667,16.66666667,,11.11111111,16.66666667,11.11111111
2018-11,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,47.61904762,4.761904762,33.33333333,9.523809524,4.761904762,0.0
2018-12,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,50.0,0.0,25.0,12.5,12.5,
2019-01,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,55.55555556,11.11111111,11.11111111,22.22222222,0.0,0.0
2019-02,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,10.0,190.4200842324105,,0.0,0.0,0.0
2019-03,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,218.89587774190275,27.27272727,18.18181818,36.36363636,0.0,0.0
2019-04,BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV → PARIS LYON,0.0,44.44444444,11.11111111,0.0,44.44444444,0.0
